NO,name,smi,Dataset,logPapp
D-2189,11f,Clc1cc(C)c(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN(C)C)C(C)C)C)C,Te,-4.7979398
D-2195,C,FC(F)(F)c1cc(NC(=O)c2ccccc2NCc2ccncc2)ccc1,Te,-5.158072
D-2196,D,O=C(Nc1cc2NCC(c2cc1)(C)C)c1cccnc1NCc1ccncc1,Te,-5.489058
D-2204,32,Clc1cc(NC(=O)c2n(ncc2)CCc2ccncc2)ccc1C(F)(F)F,Te,-5.3400002
D-2214,3,Clc1cc(OC2CCN(CC2)CCCNC=2N(C)C(=O)N(C)C(=O)C=2)ccc1Cl,Te,-4.8783755
D-2217,21,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Te,-5
D-2219,23,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)c(ccc2)C(O)=O,Te,-5.8005152
D-2223,27,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CC(O)=O,Te,-4.9099998
D-2225,29,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CCC(O)=O,Te,-5.29
D-2227,31,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(C(O)=O)C,Te,-5.1599998
D-2245,3,S(C)c1[nH]c2c(n1)cc(cc2)C(=O)N1CCC(CC1)C,Te,-4.5418172
D-2264,"L1 (1,2-dimethyl-3 hydroxypyridin-4-one)",OC=1C(=O)C=CN(C)C=1C,Te,-4.8885303
D-2270,Me-(S)-IZD,S(=O)(=O)(N[C@@H](Cc1cc(C)c(cc1)[C@H]1S(=O)([O-])=NC(=O)C1)c1[nH]c2c(n1)cccc2)c1ccccc1,Te,-6.3989701
D-2280,Epicatechin gallate (ECG),O1c2c(C[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,Te,-7.0188646
D-2284,Acrylamide,O=C(N)C=C,Te,-4.5693183
D-2297,Dihydrotetrabenazine isomer A,O(C)c1cc2CCN3[C@H](C[C@H](O)[C@H](C3)CC(C)C)c2cc1OC,Te,-4.6799998
D-2300,Ethylparaben,Oc1ccc(cc1)C(OCC)=O,Te,-4.8102908
D-2323,5'-L-phenylalanyl-cytarabine (5),O1[C@H](COC(=O)[C@@H](N)Cc2ccccc2)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,Te,-5.6999998
D-2325,Astilbin,O1[C@@H](C)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O[C@H]1[C@@H](Oc2c(C1=O)c(O)cc(O)c2)c1cc(O)c(O)cc1,Te,-6.8200002
D-2329,DuP-167,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1C=O)CCCC,Te,-5.0100002
D-2331,DuP-996,O=C1N(c2c(cccc2)C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,Te,-4.54
D-2340,E05,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1F)C(C)C,Te,-4.46
D-2342,E07,S(=O)(=O)(n1c2cc(ccc2nc1N)\C(=C\C(=O)NC)\c1ccccc1)C(C)C,Te,-4.1999998
D-2354,E19,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1ccc(F)cc1F)C(C)C,Te,-4.3699999
D-2361,E26,Fc1c(cccc1F)\C(=C/C(=O)NC)\c1cc2n(C(C)C)c(nc2cc1)N,Te,-5.2199998
D-2370,Methyl gallate,Oc1c(O)cc(cc1O)C(OC)=O,Te,-5.3899999
D-2371,Ketamine,Clc1ccccc1C1(NC)CCCCC1=O,Te,-4.2600002
D-2374,12,s1cnnc1NS(=O)(=O)c1ccc(NC(=O)COCCOCCOC)cc1,Te,-6.2399998
D-2377,S1,O1C2CC(N(C2)C(=O)C(NC(=O)Cc2cc(OCCC1(C)C)ccc2)C1CCCCC1)C(=O)NC(C(=O)C(=O)NCC=C)CCC,Te,-5.0300002
D-2378,S2,O=C(NC(C(=O)C(=O)NCC=C)CCC)C1N(CC2C1C2(C)C)C(=O)C(NC(=O)NC(C(C)C)C(=O)C(C)C)C(C)(C)C,Te,-5.29
D-2388,4d,S(=O)(=O)(C)c1ccccc1-c1cc(F)c(NC(=O)c2n(nc(c2)C)-c2cc(ccc2)CN)cc1,Te,-5.5
D-2398,II,O(C(C)(C)C)C(=O)N[C@H]([C@@H](O)[C@@H](O)CC(C)C)CC1CCCCC1,Te,-4.1799998
D-2410,3'-L-Ile-FUdR,FC1=CN([C@H]2O[C@@H](CO)[C@H](OC(=O)[C@@H](N)[C@H](CC)C)C2)C(=O)NC1=O,Te,-5.5599999
D-2415,5'-L-Asp-FUdR,FC1=CN([C@H]2O[C@@H](COC(=O)C(N)CC(O)=O)[C@H](O)C2)C(=O)NC1=O,Te,-6.4899998
D-2426,1,n1ccn(c1)Cc1ccccc1,Te,-4.1700001
D-2436,16,n1n(ccc1)Cc1cc(ccc1)C#N,Te,-4.1399999
D-2442,25,OC(=O)c1cc(ccc1)Cn1nccc1,Te,-5.5300002
D-2444,27,OC(=O)c1ccc(cc1)Cc1ncccn1,Te,-5.27
D-2450,33,n1n(ccc1)Cc1cc(ccc1)CN,Te,-4.5500002
D-2459,Acetyl-Trp-Ala-Gly-Gly-Asn-Ala-Amide,O=C(N)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)Cc1c2c([nH]c1)cccc2)C)C(=O)N[C@H](C(=O)N)C,Te,-7.29
D-2463,Daunorubicin,O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Te,-6.0999999
D-2465,PDE-310,FC(F)Oc1ccc(cc1OCC1CC1)C=1n2nc(cc2N=CC=1)C=1CN(O)C=CC=1,Te,-4.71
D-2490,Cerivastatin,Fc1ccc(cc1)-c1c(COC)c(nc(C(C)C)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)C(C)C,Te,-5.27
D-2500,23,O1c2cc(ccc2OC1)-c1nc(ccn1)-c1[nH]c2c(c1)C(=O)NCC12CCCNC1,Te,-5.4699998
D-2501,24,O(C)c1cc(cnc1)-c1nc(ccn1)-c1[nH]c2c(c1)C(=O)NCC12CCCNC1,Te,-5.6999998
D-2505,5d,n1nnn(Cc2ccccc2)c1C(N1CCCN(CC1)C1CCC1)c1ccc(cc1)CN1CCN(CC1)C,Te,-6.0999999
D-2512,13c,O1Cc2c(N(c3cc(ccc13)CC(O)=O)CCCN1CCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cccc2,Te,-5.52
D-2517,13h,O=C1N(C)C(=O)N(C)C(N2CCCN(CC2)CCCN2c3cc(ccc3CCc3c2cccc3)C(O)=O)C1,Te,-5.3600001
D-2525,(Z)-19f,O=C1N(C)C(=O)N(C)C(N2CCCN(CC2)CC\C=C\2/c3cc(ccc3CCc3c/2cccc3)CC(O)=O)C1,Te,-5.3200002
D-2528,MMMDPB,O=C1N(COC)C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,Te,-4.5
D-2532,Ac-C8-Enk-NH (3),Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)C)CCCCCC)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N,Te,-5.9699998
D-2536,Rivulobirin A,O1c2c(C=CC1=O)cc1c(occ1)c2OCC(O)C(OC(C(C)=C)COc1c2OC(=O)C=Cc2cc2c1occ2)(C)C,Te,-4.48
D-2537,Capric acid (decanoic acid),OC(=O)CCCCCCCCC,Te,-4.6799998
D-2572,Apometzgerin (2),O1c2c(C(=O)C=C1c1cc(OC)c(OC)c(O)c1)c(O)cc(O)c2,Te,-4.9499998
D-2584,3,O[C@@H]1Cc2c(cccc2)C1NC(=O)[C@](O)(Cc1ccccc1)CN(NC(=O)[C@@H](C(C)(C)C)CC(OC)=O)Cc1ccc(cc1)\C=C/c1ccccc1,Te,-5.0799999
D-2600,51d,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4cc(F)ccc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Te,-5.3000002
D-2613,Cycloheximide,O=C1[C@H](C[C@@H](C[C@H]1[C@H](O)CC1CC(=O)NC(=O)C1)C)C,Te,-4.8400002
